text,label
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,['lockdowns']
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,[]
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,['lockdowns']
Allow Salons to Operate with New Health Guidelines,"['lockdowns', 'masking_and_distancing']"
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,[]
Canadian Nurses Deserve Hazard Pay For Pandemics,[]
Maharashtra demands Resignation from Uddhav Thackeray,[]
BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,['masking_and_distancing']
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,['lockdowns']
Rescue Australians Stranded in Peru due to Coronavirus,['lockdowns']
Improve COVID-19 Procedures In Correctional Facilities,[]
Shut down Rosebank College,['lockdowns']
Stop Wildlife Medicine in China,[]
Close Pace University NYC campus due to spread of COVID-19,['lockdowns']
Wearing face masks in public should be made mandatory by government to prevent COVID-19,['masking_and_distancing']
Open Canada VACs in India,[]
Reduction on Vehicle Insurance rate during COVID 19,[]
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,[]
Petition for a Gradeless Semester,[]
Davis Student Lease Cancellation and Rent Relief,[]
Save the Hazlitt,[]
Postpone CA exams for COVID Safety Reasons #CAExams,['lockdowns']
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,[]
Remove the CalTPA as a requirement for teachers in current educational programs,[]
Extend the validity of PLABs and the English language test by the GMC,[]
Release Safoora Zargar,[]
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,['lockdowns']
Fair rights for students during covid,['lockdowns']
Unmask Iowa's School Children,['masking_and_distancing']
To allow Malaysians with valid work pass to travel in and out of singapore,[]
Keep Omaha Public Schools Online Until COVID-19 Controlled,['lockdowns']
Joe Biden Must Step Down,[]
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",[]
Financial Support for International Students in Australia facing hardships due to Covid-19,['lockdowns']
Freeze rent payments,['lockdowns']
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",[]
2020-2021 Basketball Season,[]
Save Schmidt,[]
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,[]
"Hazard Pay for ""Essential"" workers",[]
#FreeDarik,[]
Start international flights in India,['lockdowns']
Please make masks mandatory in Georgia,['masking_and_distancing']
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,[]
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),['lockdowns']
Protect our children!!! Demand Covid release,[]
Fight covid 19 san quentin,[]
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",[]
Longer exercise hours - level 4 covid restrictions,[]
Release Non-Violent Offenders in Prison Camps due to COVID-19,['masking_and_distancing']
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,[]
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,['lockdowns']
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,[]
Arizona Stay At Home Orders : COVID-19,['lockdowns']
Petition: to award general promotion to students in colleges associated with BU Bhopal.,[]
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",[]
Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,['lockdowns']
Let Wisconsin Golf,['lockdowns']
SAVE DEL MAR HORSEPARK,[]
Stop MANDATORY  Covid Testing for Suffolk County Athletes,[]
Shut down construction sites to prevent the spread of covid 19,['lockdowns']
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,[]
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",[]
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,['lockdowns']
Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,[]
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,[]
The Heritage Private School: reduce payments for educational services during COVID-19,['lockdowns']
Keep Schools Closed Through COVID-19,['lockdowns']
Give Dolly Parton the Medal of Freedom,[]
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,[]
Stop Greyhound Bus Lines from NYC,[]
#FREE Donte Epps,[]
COVID-19 IN Georgia's Prisons Rise,[]
PROTECT OHIO’S FARMWORKERS FROM COVID-19,[]
NO to the COVID-19 Public Health Response Bill,[]
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,[]
Meralco: Bill Shock during the Covid Crisis,[]
Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,[]
Allow international students to remain in the U​.​S. to complete or continue their studies.,['lockdowns']
Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,[]
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",[]
#SuspendOnlineClassesNOW,['lockdowns']
Lasershows statt Feuerwerke! #böllerfrei,[]
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,['lockdowns']
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,['lockdowns']
"British people STILL showing support for Boris, despite the biased left media",[]
"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",[]
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,[]
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",[]
Covid-19 Airbnb Hosts Economic Hardship,['lockdowns']
COVID-19,[]
COVID-19 Impact: Need waiver for Small & Medium Business owners.,['lockdowns']
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",[]
Abortion must be accessible for women across the EU,[]
Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,['lockdowns']
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",[]
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,['lockdowns']
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",[]
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,['lockdowns']
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,[]
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,[]
Save covid-19 old infected patients across the world,[]
Change to Durham University Assesment in light of COVID-19 Pandemic.,['lockdowns']
Hospital visits to be permitted to critical patients who need their loved ones around them,['lockdowns']
Extend education loan grace period to support the graduates struggling to find jobs #COVID,[]
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,[]
Uso de mascarillas obligatorio en España para COVID-19,['masking_and_distancing']
Hobart City Council should allow health workers to park for free during COVID-19 crisis.,[]
Less Schoolwork during COVID-19 Quarantine,['lockdowns']
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,[]
Allow Cruise Ships to come to Alaska,[]
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,[]
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,['lockdowns']
Announce holidays for teachers and non teaching staff to combat corona threat,['lockdowns']
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,['vaccination']
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",[]
Summer 2020 Graduations to be POSTPONED not CANCELLED,['lockdowns']
Eviction Moratorium South Africa,[]
Students concern related to fees submission amid this covid.,[]
Cancel school for at least two weeks to slow down the spread of COVID-19,['lockdowns']
Protect Inmates And Correctional Facility Staff Against Covid,[]
A green recovery from COVID-19 in Northern Ireland,[]
Expansion of covid related subsidies to new businesses,[]
Demand Science-Based School Reopening Criteria in AZ!,[]
Stop all air travel to Ireland from covid hotspots in the US,['lockdowns']
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,[]
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",[]
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,[]
Shut Down Leeds Arts University for COVID-19,['lockdowns']
STOP THE COVID-19 VACCINATION CAMPAIGN,['vaccination']
Pass all the CFISD students for the spring semester,[]
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,['lockdowns']
Alberni Grocers: Seniors-Only Hour Will Save Lives,[]
Lower USask Tuition Rates for 2020/21,[]
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,[]
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,[]
Make Insurance Companies Grant Full Benefit Access During Covid,[]
�Act Now: Temp Las Vegas Rent Freeze,['lockdowns']
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,['lockdowns']
Divert military spending to global covid relief!,[]
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,[]
Closing of school during lockdown,['lockdowns']
COVID support for those who went self-employed in last year,[]
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,['lockdowns']
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,['lockdowns']
Make COVID Data Transparent at NC State,[]
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,[]
Stop the COVID-19 Madness!,[]
Change High School Hockey in New Jersey To a Spring Sport,[]
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",['lockdowns']
Postpone UCLA's 2020 Commencement Instead of Cancelling,['lockdowns']
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",[]
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,[]
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,[]
Save California Seniors from a Death Sentence,[]
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",['lockdowns']
Stop mandatory COVID 19 testing for admission for pregnant women,[]
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,[]
No school or ECE during Alert level 3.,[]
Ban - Free or Complimentary breakfast & happy hours Nationwide,[]
Cancellation of Semester End Examination,['lockdowns']
Death of NM Small Business,['lockdowns']
Extend Free School Meals Into The Summer Holidays,[]
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),[]
Make Colorado Public Schools Remote This Fall,['lockdowns']
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,['lockdowns']
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",['lockdowns']
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,[]
Declare the Road Accident Fund an Essential Service,[]
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",[]
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",[]
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,[]
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",[]
Keep the Americans from making a movie about how well they handled Covid - 19,[]
Covid-19: Urgent action plan for the Labour movement!,[]
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,[]
Stop World Travel and call it finally a pandemic!,['lockdowns']
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,['lockdowns']
NHS COVID Medal,[]
"""Withdraw EIA 2020 Draft""",[]
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,[]
Hair Salons Are An Inevitable Business - Make Us Essential!,['lockdowns']
#карантинвбеларусь,[]
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,['lockdowns']
"Initiative to combat ""COVID 19"" through Public Awareness",[]
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,[]
The University of Alberta shouldn't charge full tuition for online classes!,['lockdowns']
Call for Action: Defund the Winnipeg Police Service,[]
Reinstate NCLEX Testing,[]
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,[]
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,[]
¡Urgente!,[]
COVID,[]
Cancellation of Semester End Exams (Goa University),['lockdowns']
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,['masking_and_distancing']
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",['lockdowns']
Optional Pass/Fail for UIUC,[]
Open up Outdoor Dining,['lockdowns']
Colorado COVID-19 Housing Relief,[]
Muhyiddin Please Resign / Muhyddin Letak Jawatan,[]
Keep Davis School District students safe by keeping hybrid schedule.,['lockdowns']
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,['lockdowns']
Massive COVID-19 testing now!,[]
COVID-19 ERADICATION in Australia,"['lockdowns', 'masking_and_distancing', 'vaccination']"
COVID-19 closing Casinos to contain virus,['lockdowns']
Allow Frontline Healthcare workers to keep their children.,[]
Make it easier for families to close the accounts of a loved one who dies,[]
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",[]
ALDI USA: make COVID-19 raises permanent!,[]
Stop Murrayfield Ice rink from closing it’s doors for good,['lockdowns']
COVID related travel restrictions in Canada,['lockdowns']
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,[]
Milwaukee should require masks in public places to protect residents,['masking_and_distancing']
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,['lockdowns']
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,[]
Cancel 2021 GCSE & A-Level Exams,['lockdowns']
Rehabilitation of those affected severely by Amphan,[]
Make Selling dogs illegal unless you are a licensed and accredited breeder,[]
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",['lockdowns']
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,[]
Canadians Demand Interest and Debt Relief from Banks During COVID-19,[]
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,[]
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,[]
Protect UNM Graduate Students amid COVID-19,[]
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",[]
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,['lockdowns']
Close Pinkerton Due To Covid-19,['lockdowns']
Запрет на перекладку плитки в 2020 году в г. Москве,[]
North Carolina COVID-19 Housing Relief,['lockdowns']
CU Denver switching to Pass/Fail Grading in response to COVID 19,['lockdowns']
CLOSE Seattle University campus due to COVID-19 death and new cases,['lockdowns']
Cover COVID-19 treatment in #Aarogyasri Scheme,[]
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",['lockdowns']
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,['lockdowns']
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",[]
Stop EMI Payments During Crisis,[]
Grant work from home to IT employees around India,['lockdowns']
Open Adult Slowpitch Softball in California,['lockdowns']
Delay or start school in stages,['lockdowns']
Save Knaresborough Arts and Crafts centre,[]
Covid-19 protection for police officers,['masking_and_distancing']
Make the Government fund PPE for Pharmacies,[]
MAKE GYMS ESSENTIAL,['lockdowns']
SAVE our Hokitika SPCA animal shelter from closure,[]
Allow dog walking during SA lockdown,['lockdowns']
Release imprisoned journalists worldwide,[]
Save Grandma from COVID,[]
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,['lockdowns']
Help Sac Library Staff Get Paid During Covid-19 Closures,['lockdowns']
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,['lockdowns']
We want the Ministry of Education to re-consider the decision for school reopening,['lockdowns']
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",[]
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,['lockdowns']
Protect Mirrlee's fields from a potential building development of  200 houses.,[]
Reschedule NCAA Wrestling Tournament,['lockdowns']
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",[]
Tax free earnings for all healthcare workers during Covid-19 crisis,[]
UAL: Save Our Degree Show!,[]
Change the theme of Splash Mountain ride in Disney Parks,[]
Hair Salons to open in Marion County (Indiana) following social distancing rules,"['lockdowns', 'masking_and_distancing']"
BPS  Covid Safety Metrics,[]
Save South Norwood Library,[]
Return high school sports to Ohio,[]
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,[]
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,[]
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,[]
Open our Garden Centres,['lockdowns']
COVID 19 Beauty Industry Economical Impact - Canada,['lockdowns']
Covid Death Relief Fund,[]
"Close all Australian schools, decrease the risk of COVID-19",['lockdowns']
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,[]
We need a Break from online classes and exams!,['lockdowns']
Covid-19 Economic Relief for Property Owners,['lockdowns']
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,['lockdowns']
"""No detriment"" Policy for UCD",[]
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,[]
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,[]
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,[]
Fair treatment for easyJet staff,['lockdowns']
Trump must resign for admitting to downplaying COVID-19,[]
The New School: Aid Students with a Partial Tuition and Housing Refund,['lockdowns']
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,['lockdowns']
COVID-19 : Non à la fermeture du Parc Oméga !,['lockdowns']
Close School I dont want covid 19,['lockdowns']
Close USF campus due to the COVID-19 (coronavirus),['lockdowns']
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,[]
Petition to ask Philippines Senator Koko Pimentel to resign.,[]
Close Douglas County Schools due to COVID-19,['lockdowns']
Close South Coast Plaza Mall - Stop Covid-19,['lockdowns']
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,['lockdowns']
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",[]
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",['lockdowns']
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,[]
Open House Ban During Covid-19,['lockdowns']
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,['masking_and_distancing']
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,['lockdowns']
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,['lockdowns']
Save Western Ghats from annihilation,[]
Save Beacon Hill Park,[]
Government of India: Don't Tax Medical Bills,[]
NO FAILING @ UCR,[]
WIAA - Let them play football!,[]
#NoJailDuringCovid: Coronavirus Pandemic – Release the Bhima Koregaon political prisoners,[]
Schedule Disneyland to reopen at a later date.,['lockdowns']
Proteggere Italia e Svizzera dal COVID-19 | Protect Italy and Switzerland from COVID-19,[]
Cancel 12 th board exam,[]
Close all CCPS schools to limit spread of Coronavirus,['lockdowns']
SAVE OUR FREEDOMS- No mandated mask-wearing,['masking_and_distancing']
Appeal to the President of India on issues thrown up during lockdown,['lockdowns']
Waive off School Fee at Indian Schools in Oman due to COVID-19,['lockdowns']
Covid-19 Youth Brigades exploited,[]
Protection from COVID-19,[]
Change URI to Pass/Fail grading system (with a letter grade option) for Spring 2020,[]
"Allow restaurants to offer outdoor ""Curbside Plus"" dining",['lockdowns']
Close Holland and Barrett Stores. (Covid-19 Crisis),['lockdowns']
Doug Ford: Reinstate the Covid benefit for all ODSP recipients,[]
Petition for holidays in Colleges in concern of COVID-19,[]
Protecting the Rights of Birthing People to Give Birth in a Safe and Supported Environment,[]
"NSW Govt, under the Protection of Covid-19 will commence the slaughter of our Snowy Brumby",[]
Duval County Beach Access (COVID-19),[]
Save Local Flower Shops - Let Them Deliver On Mother's Day,[]
Save Japanese Restaurants from Bankruptcy During COVID-19/防止日本餐廳業界破產倒閉之對策/일본 레스토랑 도산 방지 대책,[]
Ticketmaster Refund Our Money Now! - COVID 19,[]
"Make it ""Zoe's Law""..Ensure ALL moles/tags removed, are tested BY LAW for melanoma cancer.",[]
Get British performers home from cruise ships #GetBenhome #Covid 19,[]
Allow Antepartum Women to Have Support Partners in Hospitals During COVID-19,"['lockdowns', 'masking_and_distancing']"
#PostPoneJEEandNEET in COVID,['lockdowns']
Larang Perdagangan Daging Hewan Liar di Indonesia / Stop Selling Wild Meat in Indonesia,[]
Reverse Postponement of Winter & Spring Sports,[]
#letthedjsplay,[]
Pass all CSUDH Students for Spring 2020 with an A letter grade,[]
"Father's Day Gift: Sebastien, Rosena and Amaika Arrived Safely with YOUR Help!",[]
BRING BACK THE OLD FLAMIN' HOT LAYS FORMULA,[]
Pakistan didn't cause the pandemic - racist British reports will increase hate crime.,[]
Stop Australian Banks Charging Interest during Covid-19,['lockdowns']
Denver Public Schools: SAFE Openings - 14 Days w/o New COVID Cases,['lockdowns']
Postpone UCLA Class of 2020 Commencement,['lockdowns']
NO IN SCHOOL EXAM COVID-19,[]
Safeguard the Right of All Laboring People to Have Support During COVID-19 Crisis,[]
TRUSD Must Condemn Anti-Asian and Racist Behavior,[]
¡Medidas MÁS SERIAS para enfrentar el COVID-19 en Miami!,[]
Shut Down PISD schools during Covid-19 Outbreak,['lockdowns']
Renew I Am Not Okay With This,[]
Scotland Back in the EU,[]
Government of Ghana Must Implement the National Health Laboratory Policy,[]
Freeze Rent for All NYC Residents,[]
Closure of educational institutes due to multiple outbreaks of COVID-19 in Pune .,['lockdowns']
Spring sports for International leadership of texas,[]
Temporary online classes for HELP students due to covid-19,['lockdowns']
Dominos Employees Demand COVID-19 Hazard Pay,[]
Make FUHSD Classes Accessible Online,['lockdowns']
To impeach Governor Ron DeSantis for neglecting his duty to protect Floridians from COVID,[]
Partial Refund of Fees for Curtin University Malaysia,['lockdowns']
ICE: Do not deport International Students,[]
Free data for students,[]
300 Trees being removed for redevelopment by Kejriwal Ji's Govt in Ayur Vigyan Nagar Delhi,[]
A CALL TO ACTION FOR ESSENTIAL HEALTH & FITNESS. RE-OPEN OUR GYMS IN ONTARIO!!!,['lockdowns']
"Anchorage, AK: Repeal Emergency Order 15 to Help Our Community",[]
COVID-19 TOTAL ENTRY BAN: ZAMBIA MUST CLOSE ITS BORDERS AND AIRPORTS IMMEDIATELY,['lockdowns']
No detriment policy for UWE Bristol,"['lockdowns', 'masking_and_distancing']"
FDA expedite review and approval of lifesaving Cuban antiviral for COVID-19,['vaccination']
Zero Percent Interest on Credit Cards during COVID19,[]
"Make Corona Testing Free in India.
(Including Pvt. Hospitals and Clinics)",[]
Petition for Nirma University to take preventive action against COVID 19,[]
Hazard Pay and Family Leave for Walgreens Employees,[]
"4-POINT THOMASIAN DEMANDS: FIGHT FOR OUR WELL-BEING, LIVELIHOOD, AND DEMOCRATIC RIGHTS!",['lockdowns']
Make masks mandatory in South Carolina,['masking_and_distancing']
Pay PetSmart Employees While on Leave,[]
"Wedding, Event & Creative Professionals Covid-19 Relief Fund",[]
Dental Hygiene High Risk Occupation for exposure to COVID/19 Ensuring Personal Safety,['masking_and_distancing']
Allow college students to pass during the COVID-19 pandemic.,[]
HBUHSD DISTRICT SHUTDOWN FOR COVID-19 (CORONAVIRUS),['lockdowns']
Support Peoria Academy During The COVID-19 Crisis,[]
Concerning the Safety of Soccer in a Covid-19 World - A Letter to Governor DeWine,['masking_and_distancing']
Suspend Online Classes or Refund Our Money,[]
Keep kids in extra curricular activities in ND.,[]
COVID-19 crisis -more Australian music to be played on Australian radio.,[]
Extend financial package to cover losses of covid19 lockdown to small businessman also....,['lockdowns']
Australian Medical Schools Must Consider an Opt In/Opt Out System for 2020 GPA Results,[]
COVID-19:Provide Work From Home to all employees before it's too LATE. Health is important,[]
Make small grants/funding available for Self Employed & Freelancers during COVID-19,[]
Το Σπίτι Δεν Είναι Ασφαλές Για Όλες / Home Is Not Safe For All,[]
Partial tuition refund due to the COVID-19 virus causing classes to go online,['lockdowns']
Bryn Mawr College COVID-19 Credit/No Credit Spring Semester,[]
"Save Our Future Teachers - Support, & Share",[]
Save Services for Those with Developmental Disabilities During Covid-19,[]
PASSING GRADES FOR ALL STUDENTS FOR THE SPRING 2020 SEMESTER!,[]
Kenyan Citizens requesting IMF to withhold any loans or grants to the government of Kenya!,['lockdowns']
Tell west Virginia representatives to not make hazelton/gilmer prison a quarantine site,[]
Save Georgia Disability Services,[]
Protect Doctors Nurses & Medics against punitive litigation during & after COVID-19 Crisis,[]
Safe Staffing during COVID at Emanate,['masking_and_distancing']
Help International Students Stay at The University of Texas at Austin!,['lockdowns']
The Immediate Issue of Travel Documents for Sarah's children to come to Canada,[]
Environmental Impact Assessment Notification 2020-Withdrawal,[]
ISO: Give engineers the Standards needed to build ventilators in fight against COVID-2019,[]
Protect People in Long-Term Care,[]
Please facilitate 14-days-self-quarantine of Iranian new immigrants,[]
Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing,[]
Bring back McDonald's SNACK WRAPS!,[]
Pay rise for frontline NHS staff tackling COVID-19,['masking_and_distancing']
Allow Cigarettes and Tobaccos during COVID-19 lockdowns,['lockdowns']
Family pleads for compassionate visits in father's dying days,[]
"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",[]
Time to Save the New York YMCA Camp from Potential Sale,[]
Supermarkets: Stop Selling Suffering!,[]
Give Oregon Kids What They Need to Learn to Read!,[]
Allow spa and leisure facilities to demonstrate that they can reopen safely.,['lockdowns']
Compensate hospital locums and locum GPs from Covid 19 self-isolation income loss,[]
Removal of payment of compulsory payment of ₦52000 covid test upon arrival in Nigeria.,[]
Levez les sanctions contre l’Iran pour lutter contre l’épidémie de coronavirus !,[]
Freeze rents & mortgages for the duration of Coronavirus,[]
COVID-19: BE PROACTIVE NOT REACTIVE,[]
Require Vaccination Options for WA Teachers & Students before returning to school.,['vaccination']
Respiratory Therapists Deserve Hazard Pay,[]
Relaxation in EMI due to COVID-19. Appeal to Govt. of India for 6 months relief.,['lockdowns']
Support Louisiana Vote-By-Mail,[]
Stop Evictions in Whittier - COVID-19,[]
PASS/FAIL Grading Option for Spring 2020 Semester at the University of Miami,[]
30% Pay Cut for Top 10 City Managers,[]
Justice For Jamaicans Against the Jamaica Public Service (JPS),[]
"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",[]
Give NAIA Athletes Another Year of Eligibility,[]
Support and clear guidance for the reopening of baby and toddler classes and groups.,[]
"UArizona COVID-19 Response from Coalition of Concerned Faculty, Staff, and Students",[]
COVID and Poverty,[]
Keep independent Texas restaurants alive during COVID-19,['lockdowns']
Allow Tattoo Shops in NV to reopen in Phase 2,['lockdowns']
Sailors need lifesavers too!!! Wake up world!!!,[]
Save Tennessee’s Zoos and Aquariums,[]
Doug Ford: Allow Horse Racing to Continue,[]
Shift semester end exams in VTU colleges to online mode due to pandemic situation.,['lockdowns']
President Trump: Fight for Monthly Stimulus Payments and be a Hero to the People,[]
Justice for EMS,[]
Ask Gov. Polis to announce a COVID-19 Relief Package for Food & Bev,[]
Stop Exposing Sanitation Workers through Open Bin Garbage Collection,['masking_and_distancing']
Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,[]
Illinois for Remote Learning,['lockdowns']
Pay the £500 bonus to all Scottish healthcare workers,[]
LAX Employee Busses & COVID-19 Precautions,[]
"Help St John become fully funded, it's a travesty they aren't already!",[]
International healthcare workers to be able to relocate overseas with minimal ielts hussle,[]
Pay the Student Nurses and Midwives,[]
Suppression totale des prélèvements CARMF pendant la durée de la crise Covid,[]
Shut Down UVIC and Keep Students Safe,['lockdowns']
DO NOT OPEN OUR SCHOOLS DURING COVID-19 CRISIS,['lockdowns']
The Iranian people suffering from Coronavirus; Lift All Medical Sanctions Now,[]
